symbol,instrument_key,open,high,low,close,volume,timestamp
DRREDDY,NSE_EQ|INE089A01031,1324.7,1326.8,1312.0,1321.7,1409571,2025-09-19
DRREDDY,NSE_EQ|INE089A01031,1320.9,1320.9,1293.5,1301.4,1399531,2025-09-22
DRREDDY,NSE_EQ|INE089A01031,1300.0,1311.9,1295.2,1308.4,1271238,2025-09-23
DRREDDY,NSE_EQ|INE089A01031,1303.3,1308.3,1294.4,1298.1,750456,2025-09-24
DRREDDY,NSE_EQ|INE089A01031,1298.3,1307.3,1268.0,1275.2,1241492,2025-09-25
DRREDDY,NSE_EQ|INE089A01031,1250.0,1278.5,1246.2,1253.1,2284377,2025-09-26
DRREDDY,NSE_EQ|INE089A01031,1265.0,1270.0,1231.0,1234.6,3899164,2025-09-29
DRREDDY,NSE_EQ|INE089A01031,1235.1,1240.3,1217.5,1223.7,2635047,2025-09-30
DRREDDY,NSE_EQ|INE089A01031,1227.9,1250.7,1226.0,1244.7,4083180,2025-10-01
DRREDDY,NSE_EQ|INE089A01031,1243.9,1265.4,1240.0,1248.1,2742600,2025-10-03
DRREDDY,NSE_EQ|INE089A01031,1248.2,1251.3,1234.2,1248.6,1880910,2025-10-06
DRREDDY,NSE_EQ|INE089A01031,1250.3,1256.1,1244.4,1248.5,1380941,2025-10-07
DRREDDY,NSE_EQ|INE089A01031,1248.3,1251.0,1231.4,1234.5,1496744,2025-10-08
DRREDDY,NSE_EQ|INE089A01031,1245.0,1264.9,1240.3,1246.1,2699135,2025-10-09
DRREDDY,NSE_EQ|INE089A01031,1249.6,1267.7,1244.7,1264.4,1680920,2025-10-10
DRREDDY,NSE_EQ|INE089A01031,1257.0,1265.1,1248.3,1262.4,1188201,2025-10-13
DRREDDY,NSE_EQ|INE089A01031,1262.4,1262.4,1232.3,1237.3,1944911,2025-10-14
DRREDDY,NSE_EQ|INE089A01031,1233.0,1242.3,1231.0,1232.4,2150067,2025-10-15
DRREDDY,NSE_EQ|INE089A01031,1235.9,1242.6,1230.3,1240.2,1308931,2025-10-16
DRREDDY,NSE_EQ|INE089A01031,1245.0,1262.0,1238.1,1255.9,1473018,2025-10-17
DRREDDY,NSE_EQ|INE089A01031,1264.8,1287.7,1259.8,1282.0,1368192,2025-10-20
DRREDDY,NSE_EQ|INE089A01031,1288.0,1294.0,1283.1,1288.7,226788,2025-10-21
DRREDDY,NSE_EQ|INE089A01031,1303.6,1303.6,1271.6,1279.4,1991213,2025-10-23
DRREDDY,NSE_EQ|INE089A01031,1280.0,1288.0,1265.5,1283.6,1167634,2025-10-24
DRREDDY,NSE_EQ|INE089A01031,1283.0,1293.4,1264.6,1284.3,1927956,2025-10-27
DRREDDY,NSE_EQ|INE089A01031,1283.9,1294.9,1275.3,1289.4,1828290,2025-10-28
DRREDDY,NSE_EQ|INE089A01031,1299.0,1301.5,1235.0,1250.9,2574921,2025-10-29
DRREDDY,NSE_EQ|INE089A01031,1196.0,1207.2,1180.9,1202.2,8883497,2025-10-30
DRREDDY,NSE_EQ|INE089A01031,1202.5,1205.5,1191.0,1197.6,4250157,2025-10-31
DRREDDY,NSE_EQ|INE089A01031,1196.9,1200.8,1187.9,1196.0,1547000,2025-11-03
DRREDDY,NSE_EQ|INE089A01031,1198.0,1204.3,1193.3,1200.0,1015516,2025-11-04
DRREDDY,NSE_EQ|INE089A01031,1202.0,1213.9,1193.2,1205.2,1560897,2025-11-06
DRREDDY,NSE_EQ|INE089A01031,1208.0,1211.9,1198.0,1205.4,1076140,2025-11-07
DRREDDY,NSE_EQ|INE089A01031,1199.4,1209.5,1195.0,1198.7,3483082,2025-11-10
DRREDDY,NSE_EQ|INE089A01031,1203.6,1214.8,1198.6,1211.5,1048552,2025-11-11
DRREDDY,NSE_EQ|INE089A01031,1220.1,1235.0,1215.0,1229.6,1222295,2025-11-12
DRREDDY,NSE_EQ|INE089A01031,1235.8,1242.4,1227.3,1234.9,1426984,2025-11-13
DRREDDY,NSE_EQ|INE089A01031,1235.2,1249.0,1231.8,1246.0,827643,2025-11-14
DRREDDY,NSE_EQ|INE089A01031,1253.0,1253.0,1240.5,1244.4,1423044,2025-11-17
DRREDDY,NSE_EQ|INE089A01031,1244.5,1247.0,1232.7,1243.8,971685,2025-11-18
DRREDDY,NSE_EQ|INE089A01031,1248.7,1252.7,1237.0,1250.2,830105,2025-11-19
DRREDDY,NSE_EQ|INE089A01031,1255.0,1255.0,1237.7,1248.6,854999,2025-11-20
DRREDDY,NSE_EQ|INE089A01031,1244.8,1250.7,1237.1,1243.9,941902,2025-11-21
DRREDDY,NSE_EQ|INE089A01031,1248.0,1262.4,1219.0,1226.2,7611988,2025-11-24
DRREDDY,NSE_EQ|INE089A01031,1236.3,1251.2,1230.3,1236.1,1983817,2025-11-25
DRREDDY,NSE_EQ|INE089A01031,1236.1,1251.0,1234.6,1248.0,809816,2025-11-26
DRREDDY,NSE_EQ|INE089A01031,1248.0,1256.0,1241.0,1249.3,1060956,2025-11-27
DRREDDY,NSE_EQ|INE089A01031,1250.0,1260.3,1245.0,1258.8,809748,2025-11-28
DRREDDY,NSE_EQ|INE089A01031,1263.9,1268.8,1248.4,1260.1,1457856,2025-12-01
DRREDDY,NSE_EQ|INE089A01031,1260.5,1278.3,1260.5,1275.2,2361183,2025-12-02
DRREDDY,NSE_EQ|INE089A01031,1283.6,1293.0,1269.2,1280.7,4969448,2025-12-03
DRREDDY,NSE_EQ|INE089A01031,1280.6,1284.2,1266.5,1277.6,1971130,2025-12-04
DRREDDY,NSE_EQ|INE089A01031,1277.6,1282.8,1271.6,1275.2,1036082,2025-12-05
DRREDDY,NSE_EQ|INE089A01031,1275.0,1279.0,1263.7,1266.5,1435892,2025-12-08
DRREDDY,NSE_EQ|INE089A01031,1266.5,1267.4,1241.3,1246.2,2118272,2025-12-09
DRREDDY,NSE_EQ|INE089A01031,1249.3,1262.1,1246.8,1250.8,1669910,2025-12-10
DRREDDY,NSE_EQ|INE089A01031,1250.8,1275.9,1248.0,1273.5,1717539,2025-12-11
DRREDDY,NSE_EQ|INE089A01031,1275.0,1280.4,1267.3,1279.3,981548,2025-12-12
DRREDDY,NSE_EQ|INE089A01031,1274.9,1282.8,1264.1,1280.6,1078613,2025-12-15
DRREDDY,NSE_EQ|INE089A01031,1285.9,1285.9,1272.0,1276.9,928506,2025-12-16
DRREDDY,NSE_EQ|INE089A01031,1270.0,1281.0,1267.3,1272.0,894068,2025-12-17
DRREDDY,NSE_EQ|INE089A01031,1277.0,1283.9,1262.0,1280.0,889699,2025-12-18
DRREDDY,NSE_EQ|INE089A01031,1277.0,1292.9,1268.9,1278.2,1209487,2025-12-19
DRREDDY,NSE_EQ|INE089A01031,1278.2,1286.3,1276.7,1283.4,614138,2025-12-22
DRREDDY,NSE_EQ|INE089A01031,1288.6,1288.6,1277.8,1283.5,408490,2025-12-23
DRREDDY,NSE_EQ|INE089A01031,1281.1,1285.1,1252.4,1265.8,1265233,2025-12-24
DRREDDY,NSE_EQ|INE089A01031,1265.0,1275.0,1261.1,1269.3,594744,2025-12-26
DRREDDY,NSE_EQ|INE089A01031,1269.3,1275.9,1260.0,1268.6,811488,2025-12-29
DRREDDY,NSE_EQ|INE089A01031,1268.0,1272.9,1256.4,1265.8,1123996,2025-12-30
DRREDDY,NSE_EQ|INE089A01031,1270.0,1273.9,1260.0,1271.4,658106,2025-12-31
DRREDDY,NSE_EQ|INE089A01031,1270.0,1270.0,1248.0,1253.4,553856,2026-01-01
DRREDDY,NSE_EQ|INE089A01031,1249.0,1257.6,1236.0,1256.1,1591218,2026-01-02
DRREDDY,NSE_EQ|INE089A01031,1256.0,1262.3,1245.0,1250.0,1184386,2026-01-05
DRREDDY,NSE_EQ|INE089A01031,1250.0,1258.8,1245.5,1256.2,540944,2026-01-06
DRREDDY,NSE_EQ|INE089A01031,1252.6,1265.0,1240.0,1242.8,1215477,2026-01-07
DRREDDY,NSE_EQ|INE089A01031,1241.6,1241.6,1202.2,1206.9,2000942,2026-01-08
DRREDDY,NSE_EQ|INE089A01031,1207.0,1216.4,1203.6,1210.1,1390935,2026-01-09
DRREDDY,NSE_EQ|INE089A01031,1210.0,1218.7,1199.9,1215.5,707317,2026-01-12
DRREDDY,NSE_EQ|INE089A01031,1215.6,1215.9,1185.5,1191.3,2071117,2026-01-13
DRREDDY,NSE_EQ|INE089A01031,1191.1,1195.0,1176.1,1186.5,2834908,2026-01-14
DRREDDY,NSE_EQ|INE089A01031,1184.0,1197.0,1171.5,1175.5,2214792,2026-01-16
DRREDDY,NSE_EQ|INE089A01031,1170.0,1177.5,1164.7,1167.2,1253443,2026-01-19
DRREDDY,NSE_EQ|INE089A01031,1168.4,1192.8,1161.4,1166.7,2790934,2026-01-20
DRREDDY,NSE_EQ|INE089A01031,1170.0,1193.8,1148.4,1157.2,2322066,2026-01-21
DRREDDY,NSE_EQ|INE089A01031,1195.0,1225.0,1187.7,1217.5,6464461,2026-01-22
DRREDDY,NSE_EQ|INE089A01031,1230.0,1250.8,1225.0,1235.6,3888860,2026-01-23
DRREDDY,NSE_EQ|INE089A01031,1251.0,1252.3,1233.5,1239.8,2159137,2026-01-27
DRREDDY,NSE_EQ|INE089A01031,1241.9,1243.2,1219.0,1222.5,1740662,2026-01-28
DRREDDY,NSE_EQ|INE089A01031,1215.3,1218.0,1191.2,1208.9,1626394,2026-01-29
DRREDDY,NSE_EQ|INE089A01031,1200.0,1224.8,1200.0,1218.1,1672460,2026-01-30
DRREDDY,NSE_EQ|INE089A01031,1220.2,1235.6,1169.0,1178.7,555385,2026-02-01
HDFCBANK,NSE_EQ|INE040A01034,720.4,724.5,712.8,716.6,17147574,2020-12-01
HDFCBANK,NSE_EQ|INE040A01034,715.5,715.9,697.4,703.5,17892150,2020-12-02
HDFCBANK,NSE_EQ|INE040A01034,714.5,716.0,687.0,688.6,37933222,2020-12-03
HDFCBANK,NSE_EQ|INE040A01034,690.5,700.7,686.6,692.8,26912322,2020-12-04
HDFCBANK,NSE_EQ|INE040A01034,687.5,690.0,679.0,686.1,24316318,2020-12-07
HDFCBANK,NSE_EQ|INE040A01034,687.5,694.4,682.6,688.2,19457896,2020-12-08
HDFCBANK,NSE_EQ|INE040A01034,688.5,705.0,687.5,703.6,22069074,2020-12-09
HDFCBANK,NSE_EQ|INE040A01034,699.0,701.0,687.9,692.9,19727966,2020-12-10
HDFCBANK,NSE_EQ|INE040A01034,695.0,697.5,686.5,691.4,21356384,2020-12-11
HDFCBANK,NSE_EQ|INE040A01034,691.5,694.0,684.0,686.1,17222050,2020-12-14
HDFCBANK,NSE_EQ|INE040A01034,690.4,697.5,683.0,695.6,21561436,2020-12-15
HDFCBANK,NSE_EQ|INE040A01034,702.0,708.4,697.2,705.4,16832092,2020-12-16
HDFCBANK,NSE_EQ|INE040A01034,709.3,722.5,702.2,720.9,21924478,2020-12-17
HDFCBANK,NSE_EQ|INE040A01034,717.5,719.8,703.2,705.7,22995918,2020-12-18
HDFCBANK,NSE_EQ|INE040A01034,708.8,711.9,683.4,686.3,23761824,2020-12-21
HDFCBANK,NSE_EQ|INE040A01034,692.4,692.4,672.5,686.6,22851558,2020-12-22
HDFCBANK,NSE_EQ|INE040A01034,683.8,690.5,680.5,687.8,15467394,2020-12-23
HDFCBANK,NSE_EQ|INE040A01034,694.7,702.0,688.5,698.6,14952188,2020-12-24
HDFCBANK,NSE_EQ|INE040A01034,702.5,710.5,702.0,706.4,11699194,2020-12-28
HDFCBANK,NSE_EQ|INE040A01034,710.5,717.4,710.0,713.6,14495346,2020-12-29
HDFCBANK,NSE_EQ|INE040A01034,720.0,720.0,706.5,716.2,16216726,2020-12-30
HDFCBANK,NSE_EQ|INE040A01034,717.5,722.0,712.5,718.2,22145750,2020-12-31
HDFCBANK,NSE_EQ|INE040A01034,720.0,721.5,710.3,712.5,8810938,2021-01-01
HDFCBANK,NSE_EQ|INE040A01034,719.0,719.0,699.5,708.0,15740192,2021-01-04
HDFCBANK,NSE_EQ|INE040A01034,709.6,715.4,704.5,713.4,14386824,2021-01-05
HDFCBANK,NSE_EQ|INE040A01034,717.5,720.0,706.6,710.3,22134050,2021-01-06
HDFCBANK,NSE_EQ|INE040A01034,716.2,716.3,706.3,708.1,19894842,2021-01-07
HDFCBANK,NSE_EQ|INE040A01034,716.0,721.0,711.6,715.8,13768764,2021-01-08
HDFCBANK,NSE_EQ|INE040A01034,725.0,732.4,718.2,725.7,17331392,2021-01-11
HDFCBANK,NSE_EQ|INE040A01034,726.2,743.8,724.6,740.5,20388156,2021-01-12
HDFCBANK,NSE_EQ|INE040A01034,746.4,748.4,731.0,735.3,16934650,2021-01-13
HDFCBANK,NSE_EQ|INE040A01034,735.6,744.0,728.0,734.4,12297166,2021-01-14
HDFCBANK,NSE_EQ|INE040A01034,734.6,735.8,722.5,733.3,14165236,2021-01-15
HDFCBANK,NSE_EQ|INE040A01034,735.0,751.4,733.5,741.6,42825632,2021-01-18
HDFCBANK,NSE_EQ|INE040A01034,745.9,755.8,733.5,751.9,17360254,2021-01-19
HDFCBANK,NSE_EQ|INE040A01034,750.5,750.5,743.0,746.0,13346052,2021-01-20
HDFCBANK,NSE_EQ|INE040A01034,746.0,747.2,734.1,737.4,26333054,2021-01-21
HDFCBANK,NSE_EQ|INE040A01034,734.0,734.0,720.1,721.8,15392364,2021-01-22
HDFCBANK,NSE_EQ|INE040A01034,732.6,740.5,727.6,731.4,20344718,2021-01-25
HDFCBANK,NSE_EQ|INE040A01034,734.0,736.0,703.1,704.8,23556276,2021-01-27
HDFCBANK,NSE_EQ|INE040A01034,695.0,700.6,671.0,685.7,42704446,2021-01-28
HDFCBANK,NSE_EQ|INE040A01034,695.7,704.4,682.2,695.2,28704502,2021-01-29
HDFCBANK,NSE_EQ|INE040A01034,705.1,741.2,700.5,738.4,26370544,2021-02-01
HDFCBANK,NSE_EQ|INE040A01034,750.5,789.2,748.7,780.3,42420206,2021-02-02
HDFCBANK,NSE_EQ|INE040A01034,789.5,790.8,771.0,787.4,20237254,2021-02-03
HDFCBANK,NSE_EQ|INE040A01034,783.0,794.0,771.7,789.6,24484684,2021-02-04
HDFCBANK,NSE_EQ|INE040A01034,774.0,809.1,774.0,798.8,27054716,2021-02-05
HDFCBANK,NSE_EQ|INE040A01034,810.0,815.8,797.8,802.6,17447580,2021-02-08
HDFCBANK,NSE_EQ|INE040A01034,805.0,814.0,793.4,805.9,18421366,2021-02-09
HDFCBANK,NSE_EQ|INE040A01034,804.2,807.4,783.5,790.9,19788006,2021-02-10
HDFCBANK,NSE_EQ|INE040A01034,791.0,798.9,782.1,786.2,13648618,2021-02-11
HDFCBANK,NSE_EQ|INE040A01034,787.0,796.2,786.5,791.0,9910106,2021-02-12
HDFCBANK,NSE_EQ|INE040A01034,800.0,812.5,798.4,808.3,10355244,2021-02-15
HDFCBANK,NSE_EQ|INE040A01034,810.6,820.5,804.2,813.3,13897358,2021-02-16
HDFCBANK,NSE_EQ|INE040A01034,810.0,810.9,791.5,793.2,12794426,2021-02-17
HDFCBANK,NSE_EQ|INE040A01034,803.0,803.0,774.0,777.2,14720560,2021-02-18
HDFCBANK,NSE_EQ|INE040A01034,772.5,782.1,766.5,769.6,17139508,2021-02-19
HDFCBANK,NSE_EQ|INE040A01034,772.5,787.0,769.7,774.0,29451838,2021-02-22
HDFCBANK,NSE_EQ|INE040A01034,776.9,778.8,761.3,764.6,18239906,2021-02-23
HDFCBANK,NSE_EQ|INE040A01034,763.2,807.0,758.1,803.2,14314332,2021-02-24
HDFCBANK,NSE_EQ|INE040A01034,804.9,818.1,801.0,803.2,20109570,2021-02-25
HDFCBANK,NSE_EQ|INE040A01034,793.5,794.4,760.5,767.2,27912846,2021-02-26
HDFCBANK,NSE_EQ|INE040A01034,782.0,786.3,770.4,779.4,13536018,2021-03-01
HDFCBANK,NSE_EQ|INE040A01034,787.8,793.8,775.5,784.1,16110038,2021-03-02
HDFCBANK,NSE_EQ|INE040A01034,792.0,798.0,782.5,793.4,11222410,2021-03-03
HDFCBANK,NSE_EQ|INE040A01034,774.3,785.5,769.6,776.0,16291438,2021-03-04
HDFCBANK,NSE_EQ|INE040A01034,765.5,772.8,760.6,765.0,17445822,2021-03-05
HDFCBANK,NSE_EQ|INE040A01034,771.0,777.5,756.2,759.8,15117050,2021-03-08
HDFCBANK,NSE_EQ|INE040A01034,772.5,782.8,769.1,781.2,15066696,2021-03-09
HDFCBANK,NSE_EQ|INE040A01034,786.0,787.5,776.1,777.9,11055016,2021-03-10
HDFCBANK,NSE_EQ|INE040A01034,800.0,800.0,767.5,776.0,15631204,2021-03-12
HDFCBANK,NSE_EQ|INE040A01034,774.2,774.2,757.6,764.3,12230484,2021-03-15
HDFCBANK,NSE_EQ|INE040A01034,765.4,770.2,755.0,756.1,13722366,2021-03-16
HDFCBANK,NSE_EQ|INE040A01034,762.1,769.5,745.1,747.7,21064428,2021-03-17
HDFCBANK,NSE_EQ|INE040A01034,755.9,761.0,740.6,745.5,18065540,2021-03-18
HDFCBANK,NSE_EQ|INE040A01034,742.5,755.6,737.0,748.8,21235020,2021-03-19
HDFCBANK,NSE_EQ|INE040A01034,747.4,747.4,730.2,734.6,14015632,2021-03-22
HDFCBANK,NSE_EQ|INE040A01034,735.0,753.7,734.6,750.1,19761428,2021-03-23
HDFCBANK,NSE_EQ|INE040A01034,745.4,753.2,735.5,739.4,16368900,2021-03-24
HDFCBANK,NSE_EQ|INE040A01034,745.1,747.8,725.1,731.7,23964356,2021-03-25
HDFCBANK,NSE_EQ|INE040A01034,747.0,749.5,737.0,745.6,12021258,2021-03-26
HDFCBANK,NSE_EQ|INE040A01034,753.3,781.3,750.8,776.8,25608064,2021-03-30
HDFCBANK,NSE_EQ|INE040A01034,774.0,774.0,744.0,746.8,30774506,2021-03-31
HDFCBANK,NSE_EQ|INE040A01034,749.7,749.7,732.5,743.4,35763762,2021-04-01
HDFCBANK,NSE_EQ|INE040A01034,740.0,742.5,715.5,724.8,16006586,2021-04-05
HDFCBANK,NSE_EQ|INE040A01034,730.0,731.3,716.3,720.1,15075734,2021-04-06
HDFCBANK,NSE_EQ|INE040A01034,719.6,728.4,710.8,723.6,25088180,2021-04-07
HDFCBANK,NSE_EQ|INE040A01034,726.5,730.4,715.2,716.4,17613592,2021-04-08
HDFCBANK,NSE_EQ|INE040A01034,713.0,716.4,707.6,710.9,28157816,2021-04-09
HDFCBANK,NSE_EQ|INE040A01034,696.5,699.5,676.5,683.5,22549128,2021-04-12
HDFCBANK,NSE_EQ|INE040A01034,684.0,703.2,680.5,700.2,18600682,2021-04-13
HDFCBANK,NSE_EQ|INE040A01034,702.5,718.4,695.5,715.0,34444984,2021-04-15
HDFCBANK,NSE_EQ|INE040A01034,717.5,722.5,711.8,714.3,15606526,2021-04-16
HDFCBANK,NSE_EQ|INE040A01034,695.0,708.8,686.2,706.2,24069242,2021-04-19
HDFCBANK,NSE_EQ|INE040A01034,712.5,713.2,692.0,695.7,23186270,2021-04-20
HDFCBANK,NSE_EQ|INE040A01034,690.0,713.4,685.5,711.2,38485312,2021-04-22
HDFCBANK,NSE_EQ|INE040A01034,704.5,717.3,700.1,707.1,22713528,2021-04-23
HDFCBANK,NSE_EQ|INE040A01034,706.5,714.5,701.4,702.4,30170952,2021-04-26
HDFCBANK,NSE_EQ|INE040A01034,703.6,721.0,702.4,719.4,20592906,2021-04-27
HDFCBANK,NSE_EQ|INE040A01034,718.1,739.5,715.5,738.4,24103940,2021-04-28
HDFCBANK,NSE_EQ|INE040A01034,743.1,751.8,730.5,736.2,24078552,2021-04-29
HDFCBANK,NSE_EQ|INE040A01034,722.5,726.9,703.8,706.2,35232902,2021-04-30
HDFCBANK,NSE_EQ|INE040A01034,696.5,711.0,688.6,707.2,22473700,2021-05-03
HDFCBANK,NSE_EQ|INE040A01034,705.0,711.5,691.6,694.2,21486328,2021-05-04
HDFCBANK,NSE_EQ|INE040A01034,700.5,704.8,690.8,701.3,14421612,2021-05-05
HDFCBANK,NSE_EQ|INE040A01034,703.8,705.4,697.5,700.4,11477044,2021-05-06
HDFCBANK,NSE_EQ|INE040A01034,706.5,712.5,705.1,707.4,12048334,2021-05-07
HDFCBANK,NSE_EQ|INE040A01034,713.5,715.0,706.4,709.9,11060050,2021-05-10
HDFCBANK,NSE_EQ|INE040A01034,698.0,712.1,697.5,701.8,14519034,2021-05-11
HDFCBANK,NSE_EQ|INE040A01034,699.9,704.3,694.4,699.8,13774926,2021-05-12
HDFCBANK,NSE_EQ|INE040A01034,697.2,699.4,691.2,693.4,10604142,2021-05-14
HDFCBANK,NSE_EQ|INE040A01034,697.6,721.3,690.6,720.1,15120692,2021-05-17
HDFCBANK,NSE_EQ|INE040A01034,729.5,741.4,727.5,738.4,22165280,2021-05-18
HDFCBANK,NSE_EQ|INE040A01034,735.1,739.4,726.3,729.1,10130916,2021-05-19
HDFCBANK,NSE_EQ|INE040A01034,729.2,733.0,714.2,716.4,10684184,2021-05-20
HDFCBANK,NSE_EQ|INE040A01034,721.5,751.0,721.5,748.6,19341646,2021-05-21
HDFCBANK,NSE_EQ|INE040A01034,751.6,760.2,749.2,755.0,22146102,2021-05-24
HDFCBANK,NSE_EQ|INE040A01034,755.2,756.9,735.2,739.5,19236974,2021-05-25
HDFCBANK,NSE_EQ|INE040A01034,740.0,743.5,735.0,738.5,12283990,2021-05-26
HDFCBANK,NSE_EQ|INE040A01034,736.6,744.5,731.2,741.3,20439496,2021-05-27
HDFCBANK,NSE_EQ|INE040A01034,745.4,756.5,739.4,751.7,17750020,2021-05-28
HDFCBANK,NSE_EQ|INE040A01034,750.0,759.8,743.8,757.9,15661054,2021-05-31
HDFCBANK,NSE_EQ|INE040A01034,760.2,763.5,753.6,755.8,11030162,2021-06-01
HDFCBANK,NSE_EQ|INE040A01034,755.0,755.1,746.5,752.0,10624016,2021-06-02
HDFCBANK,NSE_EQ|INE040A01034,754.0,762.5,743.9,760.3,10287260,2021-06-03
HDFCBANK,NSE_EQ|INE040A01034,758.0,760.3,749.6,750.5,9424476,2021-06-04
HDFCBANK,NSE_EQ|INE040A01034,755.0,757.0,748.0,749.9,8091668,2021-06-07
HDFCBANK,NSE_EQ|INE040A01034,748.3,750.6,740.8,741.5,9872540,2021-06-08
HDFCBANK,NSE_EQ|INE040A01034,742.0,751.0,736.0,740.2,10223442,2021-06-09
HDFCBANK,NSE_EQ|INE040A01034,741.0,744.5,736.8,740.5,11483540,2021-06-10
HDFCBANK,NSE_EQ|INE040A01034,745.5,748.3,740.5,743.2,7205974,2021-06-11
HDFCBANK,NSE_EQ|INE040A01034,739.1,743.0,731.3,739.7,8881964,2021-06-14
HDFCBANK,NSE_EQ|INE040A01034,743.0,748.0,737.4,745.1,7569602,2021-06-15
HDFCBANK,NSE_EQ|INE040A01034,744.0,747.0,739.0,742.3,7702098,2021-06-16
HDFCBANK,NSE_EQ|INE040A01034,733.0,739.4,730.0,733.0,9283802,2021-06-17
HDFCBANK,NSE_EQ|INE040A01034,734.8,745.0,727.5,739.9,11938060,2021-06-18
HDFCBANK,NSE_EQ|INE040A01034,730.7,745.9,729.5,744.4,7260472,2021-06-21
HDFCBANK,NSE_EQ|INE040A01034,748.5,754.0,740.0,741.9,14366824,2021-06-22
HDFCBANK,NSE_EQ|INE040A01034,745.0,748.9,739.3,742.8,7844868,2021-06-23
HDFCBANK,NSE_EQ|INE040A01034,745.0,756.7,744.0,753.1,14785024,2021-06-24
HDFCBANK,NSE_EQ|INE040A01034,755.6,761.0,753.5,757.6,10383176,2021-06-25
HDFCBANK,NSE_EQ|INE040A01034,760.0,761.5,752.5,754.2,9356786,2021-06-28
HDFCBANK,NSE_EQ|INE040A01034,753.5,754.1,746.1,751.0,10971692,2021-06-29
HDFCBANK,NSE_EQ|INE040A01034,749.0,754.5,747.0,749.0,9679022,2021-06-30
HDFCBANK,NSE_EQ|INE040A01034,751.0,751.0,741.5,743.4,16911442,2021-07-01
HDFCBANK,NSE_EQ|INE040A01034,742.5,744.6,738.5,740.2,14827036,2021-07-02
HDFCBANK,NSE_EQ|INE040A01034,745.0,752.2,742.3,747.7,7373882,2021-07-05
HDFCBANK,NSE_EQ|INE040A01034,748.5,770.0,748.0,767.4,17669032,2021-07-06
HDFCBANK,NSE_EQ|INE040A01034,767.0,772.7,763.8,769.8,9629190,2021-07-07
HDFCBANK,NSE_EQ|INE040A01034,762.5,768.8,756.7,760.2,8420922,2021-07-08
HDFCBANK,NSE_EQ|INE040A01034,756.3,758.0,748.8,751.0,10695842,2021-07-09
HDFCBANK,NSE_EQ|INE040A01034,751.0,751.0,742.0,743.5,14458978,2021-07-12
HDFCBANK,NSE_EQ|INE040A01034,748.0,753.0,742.0,750.9,18178142,2021-07-13
HDFCBANK,NSE_EQ|INE040A01034,748.8,753.7,745.6,749.6,9788494,2021-07-14
HDFCBANK,NSE_EQ|INE040A01034,752.5,763.4,749.8,760.4,10438802,2021-07-15
HDFCBANK,NSE_EQ|INE040A01034,764.0,765.0,759.4,761.2,5170628,2021-07-16
HDFCBANK,NSE_EQ|INE040A01034,743.5,744.4,733.0,735.5,25111600,2021-07-19
HDFCBANK,NSE_EQ|INE040A01034,721.0,727.0,718.1,721.6,24174250,2021-07-20
HDFCBANK,NSE_EQ|INE040A01034,728.0,734.2,722.5,724.4,13207114,2021-07-22
HDFCBANK,NSE_EQ|INE040A01034,725.8,728.7,717.6,721.4,13126684,2021-07-23
HDFCBANK,NSE_EQ|INE040A01034,715.0,722.0,714.0,717.3,13167166,2021-07-26
HDFCBANK,NSE_EQ|INE040A01034,718.0,725.0,718.0,719.9,22401430,2021-07-27
HDFCBANK,NSE_EQ|INE040A01034,717.5,719.4,702.0,708.6,20670342,2021-07-28
HDFCBANK,NSE_EQ|INE040A01034,714.1,715.0,706.6,709.1,13702230,2021-07-29
HDFCBANK,NSE_EQ|INE040A01034,709.5,715.9,704.0,713.2,11655488,2021-07-30
HDFCBANK,NSE_EQ|INE040A01034,717.5,717.5,708.1,711.3,13258786,2021-08-02
HDFCBANK,NSE_EQ|INE040A01034,705.0,720.0,705.0,717.4,12033120,2021-08-03
HDFCBANK,NSE_EQ|INE040A01034,720.5,737.2,720.0,732.6,22053948,2021-08-04
HDFCBANK,NSE_EQ|INE040A01034,733.6,753.5,728.7,742.4,18822408,2021-08-05
HDFCBANK,NSE_EQ|INE040A01034,741.8,750.0,737.0,746.3,13339270,2021-08-06
HDFCBANK,NSE_EQ|INE040A01034,746.0,753.7,738.0,752.0,10998048,2021-08-09
HDFCBANK,NSE_EQ|INE040A01034,744.5,759.9,744.5,753.8,14838346,2021-08-10
HDFCBANK,NSE_EQ|INE040A01034,757.4,759.4,745.5,747.5,12585786,2021-08-11
HDFCBANK,NSE_EQ|INE040A01034,748.5,753.8,744.6,750.7,8597674,2021-08-12
HDFCBANK,NSE_EQ|INE040A01034,750.6,765.5,750.5,763.1,16658428,2021-08-13
HDFCBANK,NSE_EQ|INE040A01034,763.1,767.5,760.7,765.3,6252778,2021-08-16
